timestamp,name,pm2.5,meta.avg_frequency,meta.description,meta.host,meta.job,meta.missing,meta.node,meta.plugin,meta.sensor,meta.task,meta.units,meta.vsn,meta.zone,vsn
2026-07-16 02:45:02.105756216+00:00,aqt.particle.pm2.5,2.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 02:50:02.326561054+00:00,aqt.particle.pm2.5,6.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 02:55:02.547200185+00:00,aqt.particle.pm2.5,4.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:00:02.754110518+00:00,aqt.particle.pm2.5,3.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:05:01.974703024+00:00,aqt.particle.pm2.5,2.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:10:02.201971417+00:00,aqt.particle.pm2.5,1.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:15:02.426878215+00:00,aqt.particle.pm2.5,1.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:20:02.636212557+00:00,aqt.particle.pm2.5,1.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:25:02.857478232+00:00,aqt.particle.pm2.5,0.5,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:30:02.072881711+00:00,aqt.particle.pm2.5,0.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:35:02.293942624+00:00,aqt.particle.pm2.5,3.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:40:02.507857476+00:00,aqt.particle.pm2.5,2.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:45:02.732640991+00:00,aqt.particle.pm2.5,3.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:50:01.955116001+00:00,aqt.particle.pm2.5,1.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 03:55:02.172108776+00:00,aqt.particle.pm2.5,0.2,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:00:02.399139085+00:00,aqt.particle.pm2.5,0.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:05:02.603480247+00:00,aqt.particle.pm2.5,0.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:10:02.823847476+00:00,aqt.particle.pm2.5,3.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:15:02.025876305+00:00,aqt.particle.pm2.5,4.9,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:20:02.245059070+00:00,aqt.particle.pm2.5,3.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:25:02.441727537+00:00,aqt.particle.pm2.5,0.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:30:02.664217589+00:00,aqt.particle.pm2.5,0.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:35:02.879260670+00:00,aqt.particle.pm2.5,1.5,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:40:02.092565168+00:00,aqt.particle.pm2.5,2.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:45:02.300214740+00:00,aqt.particle.pm2.5,2.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:50:02.527961055+00:00,aqt.particle.pm2.5,2.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 04:55:02.753116294+00:00,aqt.particle.pm2.5,3.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:00:01.970637805+00:00,aqt.particle.pm2.5,3.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:05:02.178590414+00:00,aqt.particle.pm2.5,3.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:10:02.400517021+00:00,aqt.particle.pm2.5,3.8,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:15:02.624023550+00:00,aqt.particle.pm2.5,3.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:20:02.835702609+00:00,aqt.particle.pm2.5,2.9,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:25:02.058297673+00:00,aqt.particle.pm2.5,3.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:30:02.285583686+00:00,aqt.particle.pm2.5,5.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:35:02.512045675+00:00,aqt.particle.pm2.5,9.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:40:02.722029652+00:00,aqt.particle.pm2.5,9.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:45:01.953053213+00:00,aqt.particle.pm2.5,9.5,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:50:02.163649791+00:00,aqt.particle.pm2.5,3.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 05:55:02.385471933+00:00,aqt.particle.pm2.5,3.5,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:00:02.608982028+00:00,aqt.particle.pm2.5,3.9,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:05:02.818422561+00:00,aqt.particle.pm2.5,2.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:10:02.010679170+00:00,aqt.particle.pm2.5,3.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:15:02.173649773+00:00,aqt.particle.pm2.5,3.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:20:02.371925366+00:00,aqt.particle.pm2.5,1.8,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:25:02.557683967+00:00,aqt.particle.pm2.5,2.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:30:01.779174133+00:00,aqt.particle.pm2.5,4.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:35:01.984404228+00:00,aqt.particle.pm2.5,2.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:40:02.197919438+00:00,aqt.particle.pm2.5,2.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:45:02.395761058+00:00,aqt.particle.pm2.5,2.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:50:02.607533933+00:00,aqt.particle.pm2.5,2.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 06:55:01.811587660+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:00:02.025413274+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:05:02.252886049+00:00,aqt.particle.pm2.5,1.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:10:02.484250468+00:00,aqt.particle.pm2.5,1.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:15:02.709100300+00:00,aqt.particle.pm2.5,1.3,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:20:01.924943896+00:00,aqt.particle.pm2.5,1.2,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:25:02.126373693+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:30:02.343107929+00:00,aqt.particle.pm2.5,1.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:35:02.566257838+00:00,aqt.particle.pm2.5,1.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:40:01.809023043+00:00,aqt.particle.pm2.5,1.1,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:45:02.044743811+00:00,aqt.particle.pm2.5,1.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:50:02.258375570+00:00,aqt.particle.pm2.5,0.9,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 07:55:02.482562553+00:00,aqt.particle.pm2.5,2.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:00:02.705367464+00:00,aqt.particle.pm2.5,3.0,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:05:01.920452004+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:10:02.117090428+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:15:02.311735386+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:20:02.516119108+00:00,aqt.particle.pm2.5,1.5,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:25:01.718820999+00:00,aqt.particle.pm2.5,1.8,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:30:01.918871383+00:00,aqt.particle.pm2.5,1.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:35:02.131709369+00:00,aqt.particle.pm2.5,1.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:40:02.348845150+00:00,aqt.particle.pm2.5,1.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:45:02.558055352+00:00,aqt.particle.pm2.5,1.7,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:50:01.781182439+00:00,aqt.particle.pm2.5,1.6,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 08:55:02.007147170+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 09:00:02.229968803+00:00,aqt.particle.pm2.5,1.4,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
2026-07-16 09:05:02.436863566+00:00,aqt.particle.pm2.5,1.5,5min,Particulate Matter less than 2.5 microns in diameter,000048b02dd3c6d5.ws-nxcore,waggle-aqt530-5511,-9999.9,000048b02dd3c6d5,registry.sagecontinuum.org/kaludib/waggle-aqt530:1.00,vaisala-aqt530,waggle-aqt530,microgram per cubic meter,W095,core,W095
